id,region1,region2,region3,locality,postcode,latitude,longitude,elevation,iso2,fips,nuts,hasc,stat,timezone,utc,dst
1005277882,Niederösterreich,Sankt Pölten-Land,Kapelln,Mitterau,3141,48.261813,15.776918,217,AT-3,AU03,AT123,AT.NO.PL,5538,Europe/Vienna,+01:00,+02:00
1005277883,Niederösterreich,Sankt Pölten-Land,Kapelln,Mitterkilling,3141,48.268538,15.774691,216,AT-3,AU03,AT123,AT.NO.PL,5539,Europe/Vienna,+01:00,+02:00
1005277884,Niederösterreich,Sankt Pölten-Land,Kapelln,Oberkilling,3141,48.268338,15.769603,218,AT-3,AU03,AT123,AT.NO.PL,5540,Europe/Vienna,+01:00,+02:00
1005277885,Niederösterreich,Sankt Pölten-Land,Kapelln,Obermiesting,3141,48.244023,15.781178,263,AT-3,AU03,AT123,AT.NO.PL,5541,Europe/Vienna,+01:00,+02:00
1005277886,Niederösterreich,Sankt Pölten-Land,Kapelln,Panzing,3141,48.250721,15.785201,248,AT-3,AU03,AT123,AT.NO.PL,5542,Europe/Vienna,+01:00,+02:00
1005277887,Niederösterreich,Sankt Pölten-Land,Kapelln,Pönning,3141,48.231828,15.780008,234,AT-3,AU03,AT123,AT.NO.PL,5543,Europe/Vienna,+01:00,+02:00
1005277888,Niederösterreich,Sankt Pölten-Land,Kapelln,Rapoltendorf,3141,48.229647,15.767677,226,AT-3,AU03,AT123,AT.NO.PL,5544,Europe/Vienna,+01:00,+02:00
1005277889,Niederösterreich,Sankt Pölten-Land,Kapelln,Rassing,3141,48.248936,15.76595,220,AT-3,AU03,AT123,AT.NO.PL,5545,Europe/Vienna,+01:00,+02:00
1005277890,Niederösterreich,Sankt Pölten-Land,Kapelln,Thalheim,3141,48.238697,15.7962,246,AT-3,AU03,AT123,AT.NO.PL,5546,Europe/Vienna,+01:00,+02:00
1005277891,Niederösterreich,Sankt Pölten-Land,Kapelln,Unterau,3141,48.261948,15.782838,214,AT-3,AU03,AT123,AT.NO.PL,5547,Europe/Vienna,+01:00,+02:00
1005277892,Niederösterreich,Sankt Pölten-Land,Kapelln,Unterkilling,3141,48.269028,15.779742,212,AT-3,AU03,AT123,AT.NO.PL,5548,Europe/Vienna,+01:00,+02:00
1005277893,Niederösterreich,Sankt Pölten-Land,Kapelln,Untermiesting,3141,48.244505,15.793315,246,AT-3,AU03,AT123,AT.NO.PL,5549,Europe/Vienna,+01:00,+02:00
1005277777,Niederösterreich,Sankt Pölten-Land,Karlstetten,Dreihöf,3121,48.257756,15.504355,530,AT-3,AU03,AT123,AT.NO.PL,5550,Europe/Vienna,+01:00,+02:00
1005277778,Niederösterreich,Sankt Pölten-Land,Karlstetten,Hausenbach,3121,48.249034,15.550872,352,AT-3,AU03,AT123,AT.NO.PL,5551,Europe/Vienna,+01:00,+02:00
1005277779,Niederösterreich,Sankt Pölten-Land,Karlstetten,Heitzing,3121,48.261379,15.553677,412,AT-3,AU03,AT123,AT.NO.PL,5552,Europe/Vienna,+01:00,+02:00
1005277780,Niederösterreich,Sankt Pölten-Land,Karlstetten,Karlstetten,3121,48.259182,15.563141,382,AT-3,AU03,AT123,AT.NO.PL,5553,Europe/Vienna,+01:00,+02:00
1005277781,Niederösterreich,Sankt Pölten-Land,Karlstetten,Lauterbach,3121,48.260305,15.501148,545,AT-3,AU03,AT123,AT.NO.PL,5554,Europe/Vienna,+01:00,+02:00
1005277782,Niederösterreich,Sankt Pölten-Land,Karlstetten,Obermamau,3121,48.24173,15.595779,303,AT-3,AU03,AT123,AT.NO.PL,5555,Europe/Vienna,+01:00,+02:00
1005277783,Niederösterreich,Sankt Pölten-Land,Karlstetten,Rosenthal,3121,48.27043,15.569814,404,AT-3,AU03,AT123,AT.NO.PL,5556,Europe/Vienna,+01:00,+02:00
1005277784,Niederösterreich,Sankt Pölten-Land,Karlstetten,Schaubing,3121,48.25917,15.617907,303,AT-3,AU03,AT123,AT.NO.PL,5557,Europe/Vienna,+01:00,+02:00
1005277785,Niederösterreich,Sankt Pölten-Land,Karlstetten,Untermamau,3121,48.250861,15.610406,304,AT-3,AU03,AT123,AT.NO.PL,5558,Europe/Vienna,+01:00,+02:00
1005277786,Niederösterreich,Sankt Pölten-Land,Karlstetten,Weyersdorf,3121,48.273166,15.528728,480,AT-3,AU03,AT123,AT.NO.PL,5559,Europe/Vienna,+01:00,+02:00
1005277787,Niederösterreich,Sankt Pölten-Land,Karlstetten,Wieshöf,3121,48.25498,15.558654,392,AT-3,AU03,AT123,AT.NO.PL,5560,Europe/Vienna,+01:00,+02:00
1005277699,Niederösterreich,Sankt Pölten-Land,Kasten bei Böheimkirchen,Baumgarten bei Kasten,3072,48.146028,15.809491,320,AT-3,AU03,AT123,AT.NO.PL,5561,Europe/Vienna,+01:00,+02:00
1005277670,Niederösterreich,Sankt Pölten-Land,Kasten bei Böheimkirchen,Berg,3071,48.12914,15.746074,310,AT-3,AU03,AT123,AT.NO.PL,5562,Europe/Vienna,+01:00,+02:00
1005277673,Niederösterreich,Sankt Pölten-Land,Kasten bei Böheimkirchen,Braunsberg,3071,48.145845,15.759621,372,AT-3,AU03,AT123,AT.NO.PL,5563,Europe/Vienna,+01:00,+02:00
1005277700,Niederösterreich,Sankt Pölten-Land,Kasten bei Böheimkirchen,Damberg,3072,48.168301,15.79913,395,AT-3,AU03,AT123,AT.NO.PL,5564,Europe/Vienna,+01:00,+02:00
1005277701,Niederösterreich,Sankt Pölten-Land,Kasten bei Böheimkirchen,Dörfl bei Kasten,3072,48.1534,15.782487,298,AT-3,AU03,AT123,AT.NO.PL,5565,Europe/Vienna,+01:00,+02:00
1005277677,Niederösterreich,Sankt Pölten-Land,Kasten bei Böheimkirchen,Fahrafeld,3071,48.146082,15.746196,299,AT-3,AU03,AT123,AT.NO.PL,5566,Europe/Vienna,+01:00,+02:00
1012286851,Niederösterreich,Sankt Pölten-Land,Kasten bei Böheimkirchen,Fahrafeld,3144,48.14007,15.743199,434,AT-3,AU03,AT123,AT.NO.PL,31917,Europe/Vienna,+01:00,+02:00
1005277702,Niederösterreich,Sankt Pölten-Land,Kasten bei Böheimkirchen,Gwörth,3072,48.147446,15.79707,294,AT-3,AU03,AT123,AT.NO.PL,5567,Europe/Vienna,+01:00,+02:00
1005277704,Niederösterreich,Sankt Pölten-Land,Kasten bei Böheimkirchen,Hummelberg bei Kasten,3072,48.152229,15.762778,367,AT-3,AU03,AT123,AT.NO.PL,5568,Europe/Vienna,+01:00,+02:00
1005277705,Niederösterreich,Sankt Pölten-Land,Kasten bei Böheimkirchen,Kasten bei Böheimkirchen,3072,48.152592,15.779371,283,AT-3,AU03,AT123,AT.NO.PL,5569,Europe/Vienna,+01:00,+02:00
1005277706,Niederösterreich,Sankt Pölten-Land,Kasten bei Böheimkirchen,Kirchsteig,3072,48.169564,15.795068,399,AT-3,AU03,AT123,AT.NO.PL,5570,Europe/Vienna,+01:00,+02:00
1005277730,Niederösterreich,Sankt Pölten-Land,Kasten bei Böheimkirchen,Kronberg,3074,48.131792,15.759137,472,AT-3,AU03,AT123,AT.NO.PL,5571,Europe/Vienna,+01:00,+02:00
1005276094,Niederösterreich,Sankt Pölten-Land,Kasten bei Böheimkirchen,Lanzendorf bei Kasten,3072,48.146445,15.816316,332,AT-3,AU03,AT123,AT.NO.PL,5572,Europe/Vienna,+01:00,+02:00
1005277707,Niederösterreich,Sankt Pölten-Land,Kasten bei Böheimkirchen,Lielach,3072,48.1419,15.783658,421,AT-3,AU03,AT123,AT.NO.PL,5573,Europe/Vienna,+01:00,+02:00
1005277708,Niederösterreich,Sankt Pölten-Land,Kasten bei Böheimkirchen,Mitterfeld,3072,48.155417,15.775813,288,AT-3,AU03,AT123,AT.NO.PL,5574,Europe/Vienna,+01:00,+02:00
1005277709,Niederösterreich,Sankt Pölten-Land,Kasten bei Böheimkirchen,Stallbach,3072,48.15471,15.810405,369,AT-3,AU03,AT123,AT.NO.PL,5575,Europe/Vienna,+01:00,+02:00
1005277710,Niederösterreich,Sankt Pölten-Land,Kasten bei Böheimkirchen,Steinabruck,3072,48.1483,15.79218,288,AT-3,AU03,AT123,AT.NO.PL,5576,Europe/Vienna,+01:00,+02:00
1005277712,Niederösterreich,Sankt Pölten-Land,Kasten bei Böheimkirchen,Wallenreith,3072,48.173067,15.813223,351,AT-3,AU03,AT123,AT.NO.PL,5577,Europe/Vienna,+01:00,+02:00
1005278075,Niederösterreich,Sankt Pölten-Land,Kirchberg an der Pielach,Kirchberg an der Pielach,3204,48.025437,15.428496,373,AT-3,AU03,AT123,AT.NO.PL,5578,Europe/Vienna,+01:00,+02:00
1005278076,Niederösterreich,Sankt Pölten-Land,Kirchberg an der Pielach,Kirchberggegend,3204,48.029941,15.414327,386,AT-3,AU03,AT123,AT.NO.PL,5579,Europe/Vienna,+01:00,+02:00
1005278078,Niederösterreich,Sankt Pölten-Land,Kirchberg an der Pielach,Schloßgegend,3204,48.023351,15.420881,397,AT-3,AU03,AT123,AT.NO.PL,5580,Europe/Vienna,+01:00,+02:00
1005278080,Niederösterreich,Sankt Pölten-Land,Kirchberg an der Pielach,Schwerbachgegend,3204,48.025176,15.404684,384,AT-3,AU03,AT123,AT.NO.PL,5581,Europe/Vienna,+01:00,+02:00
1005278081,Niederösterreich,Sankt Pölten-Land,Kirchberg an der Pielach,Soisgegend,3204,48.015958,15.440563,397,AT-3,AU03,AT123,AT.NO.PL,5582,Europe/Vienna,+01:00,+02:00
1005278082,Niederösterreich,Sankt Pölten-Land,Kirchberg an der Pielach,Tradigistdorf,3204,48.035997,15.452588,405,AT-3,AU03,AT123,AT.NO.PL,5583,Europe/Vienna,+01:00,+02:00
1005278083,Niederösterreich,Sankt Pölten-Land,Kirchberg an der Pielach,Tradigistgegend,3204,48.009503,15.465178,538,AT-3,AU03,AT123,AT.NO.PL,5584,Europe/Vienna,+01:00,+02:00
1005277656,Niederösterreich,Sankt Pölten-Land,Kirchstetten,Aschberg,3062,48.179597,15.817651,283,AT-3,AU03,AT123,AT.NO.PL,5585,Europe/Vienna,+01:00,+02:00
1005277648,Niederösterreich,Sankt Pölten-Land,Kirchstetten,Doppel,3061,48.200388,15.84307,276,AT-3,AU03,AT123,AT.NO.PL,5586,Europe/Vienna,+01:00,+02:00
1005277657,Niederösterreich,Sankt Pölten-Land,Kirchstetten,Doppel,3062,48.206162,15.831256,286,AT-3,AU03,AT123,AT.NO.PL,5586,Europe/Vienna,+01:00,+02:00
1005277658,Niederösterreich,Sankt Pölten-Land,Kirchstetten,Fuchsberg,3062,48.214046,15.818657,322,AT-3,AU03,AT123,AT.NO.PL,5587,Europe/Vienna,+01:00,+02:00
1005277659,Niederösterreich,Sankt Pölten-Land,Kirchstetten,Gstockert,3062,48.170909,15.828669,380,AT-3,AU03,AT123,AT.NO.PL,5588,Europe/Vienna,+01:00,+02:00
1005277660,Niederösterreich,Sankt Pölten-Land,Kirchstetten,Hinterholz,3062,48.181781,15.811645,291,AT-3,AU03,AT123,AT.NO.PL,5589,Europe/Vienna,+01:00,+02:00
1005277661,Niederösterreich,Sankt Pölten-Land,Kirchstetten,Kirchstetten,3062,48.185847,15.819313,265,AT-3,AU03,AT123,AT.NO.PL,5590,Europe/Vienna,+01:00,+02:00
1005277662,Niederösterreich,Sankt Pölten-Land,Kirchstetten,Ober-Wolfsbach,3062,48.215462,15.831886,320,AT-3,AU03,AT123,AT.NO.PL,5592,Europe/Vienna,+01:00,+02:00
1005277663,Niederösterreich,Sankt Pölten-Land,Kirchstetten,Paltram,3062,48.194532,15.817308,251,AT-3,AU03,AT123,AT.NO.PL,5593,Europe/Vienna,+01:00,+02:00
1005277664,Niederösterreich,Sankt Pölten-Land,Kirchstetten,Pettenau,3062,48.191132,15.830432,254,AT-3,AU03,AT123,AT.NO.PL,5681,Europe/Vienna,+01:00,+02:00
1005277665,Niederösterreich,Sankt Pölten-Land,Kirchstetten,Senning,3062,48.212692,15.82604,322,AT-3,AU03,AT123,AT.NO.PL,5594,Europe/Vienna,+01:00,+02:00
1005277666,Niederösterreich,Sankt Pölten-Land,Kirchstetten,Sichelbach,3062,48.192588,15.807166,250,AT-3,AU03,AT123,AT.NO.PL,5595,Europe/Vienna,+01:00,+02:00
1005277667,Niederösterreich,Sankt Pölten-Land,Kirchstetten,Totzenbach,3062,48.204168,15.810616,273,AT-3,AU03,AT123,AT.NO.PL,5596,Europe/Vienna,+01:00,+02:00
1005277668,Niederösterreich,Sankt Pölten-Land,Kirchstetten,Waasen,3062,48.180406,15.824306,282,AT-3,AU03,AT123,AT.NO.PL,5597,Europe/Vienna,+01:00,+02:00
1005278095,Niederösterreich,Sankt Pölten-Land,Loich,Dobersnigg,3211,48.012512,15.392434,402,AT-3,AU03,AT123,AT.NO.PL,5598,Europe/Vienna,+01:00,+02:00
1005278096,Niederösterreich,Sankt Pölten-Land,Loich,Hammerlmühlgegend,3211,47.983772,15.411509,513,AT-3,AU03,AT123,AT.NO.PL,5599,Europe/Vienna,+01:00,+02:00
1005278097,Niederösterreich,Sankt Pölten-Land,Loich,Loich,3211,47.994611,15.403783,469,AT-3,AU03,AT123,AT.NO.PL,5600,Europe/Vienna,+01:00,+02:00
1005278098,Niederösterreich,Sankt Pölten-Land,Loich,Loicheckgegend,3211,47.972553,15.424511,556,AT-3,AU03,AT123,AT.NO.PL,5601,Europe/Vienna,+01:00,+02:00
1005278099,Niederösterreich,Sankt Pölten-Land,Loich,Oedgegend,3211,47.975865,15.401148,598,AT-3,AU03,AT123,AT.NO.PL,5602,Europe/Vienna,+01:00,+02:00
1005278077,Niederösterreich,Sankt Pölten-Land,Loich,Rehgrabengegend,3204,48.001812,15.414679,607,AT-3,AU03,AT123,AT.NO.PL,5603,Europe/Vienna,+01:00,+02:00
1005278100,Niederösterreich,Sankt Pölten-Land,Loich,Rehgrabengegend,3211,48.004296,15.397812,431,AT-3,AU03,AT123,AT.NO.PL,5603,Europe/Vienna,+01:00,+02:00
1005278079,Niederösterreich,Sankt Pölten-Land,Loich,Schroffengegend,3204,48.007542,15.378691,419,AT-3,AU03,AT123,AT.NO.PL,5604,Europe/Vienna,+01:00,+02:00
1005278101,Niederösterreich,Sankt Pölten-Land,Loich,Schroffengegend,3211,48.005148,15.372012,489,AT-3,AU03,AT123,AT.NO.PL,5604,Europe/Vienna,+01:00,+02:00
1005278102,Niederösterreich,Sankt Pölten-Land,Loich,Schwarzengrabengegend,3211,47.983064,15.415247,564,AT-3,AU03,AT123,AT.NO.PL,5605,Europe/Vienna,+01:00,+02:00
1005278103,Niederösterreich,Sankt Pölten-Land,Loich,Siedlung,3211,48.011988,15.392891,408,AT-3,AU03,AT123,AT.NO.PL,5606,Europe/Vienna,+01:00,+02:00
1005277528,Niederösterreich,Sankt Pölten-Land,Maria-Anzbach,Burgstall,3034,48.209058,15.944993,357,AT-3,AU03,AT123,AT.NO.PL,5607,Europe/Vienna,+01:00,+02:00
1005277500,Niederösterreich,Sankt Pölten-Land,Maria-Anzbach,Furth,3032,48.184679,15.974113,280,AT-3,AU03,AT123,AT.NO.PL,5608,Europe/Vienna,+01:00,+02:00
1005277512,Niederösterreich,Sankt Pölten-Land,Maria-Anzbach,Götzwiesen,3033,48.173688,15.936128,474,AT-3,AU03,AT123,AT.NO.PL,5609,Europe/Vienna,+01:00,+02:00
1005277531,Niederösterreich,Sankt Pölten-Land,Maria-Anzbach,Groß-Raßberg,3034,48.192133,15.944909,300,AT-3,AU03,AT123,AT.NO.PL,5610,Europe/Vienna,+01:00,+02:00
1005277532,Niederösterreich,Sankt Pölten-Land,Maria-Anzbach,Gschwendt,3034,48.201628,15.938317,297,AT-3,AU03,AT123,AT.NO.PL,5611,Europe/Vienna,+01:00,+02:00
1005277533,Niederösterreich,Sankt Pölten-Land,Maria-Anzbach,Hof,3034,48.197499,15.96541,363,AT-3,AU03,AT123,AT.NO.PL,5612,Europe/Vienna,+01:00,+02:00
1005277534,Niederösterreich,Sankt Pölten-Land,Maria-Anzbach,Hofstatt am Anzbach,3034,48.191707,15.921447,240,AT-3,AU03,AT123,AT.NO.PL,5613,Europe/Vienna,+01:00,+02:00
1005277553,Niederösterreich,Sankt Pölten-Land,Maria-Anzbach,Hofstatt am Anzbach,3040,48.193967,15.917003,245,AT-3,AU03,AT123,AT.NO.PL,5613,Europe/Vienna,+01:00,+02:00
1005277535,Niederösterreich,Sankt Pölten-Land,Maria-Anzbach,Klein-Weinberg,3034,48.18242,15.922756,327,AT-3,AU03,AT123,AT.NO.PL,5614,Europe/Vienna,+01:00,+02:00
1005277519,Niederösterreich,Sankt Pölten-Land,Maria-Anzbach,Knagg,3033,48.168644,15.955559,411,AT-3,AU03,AT123,AT.NO.PL,5615,Europe/Vienna,+01:00,+02:00
1005277536,Niederösterreich,Sankt Pölten-Land,Maria-Anzbach,Maierhöfen,3034,48.185724,15.947568,258,AT-3,AU03,AT123,AT.NO.PL,5616,Europe/Vienna,+01:00,+02:00
1005277537,Niederösterreich,Sankt Pölten-Land,Maria-Anzbach,Maria-Anzbach,3034,48.191814,15.932519,238,AT-3,AU03,AT123,AT.NO.PL,5617,Europe/Vienna,+01:00,+02:00
1012287003,Niederösterreich,Sankt Pölten-Land,Maria-Anzbach,Maria-Anzbach,3040,48.20061,15.93117,298,AT-3,AU03,AT123,AT.NO.PL,31921,Europe/Vienna,+01:00,+02:00
1005277538,Niederösterreich,Sankt Pölten-Land,Maria-Anzbach,Oed,3034,48.211079,15.95092,336,AT-3,AU03,AT123,AT.NO.PL,5618,Europe/Vienna,+01:00,+02:00
1005277539,Niederösterreich,Sankt Pölten-Land,Maria-Anzbach,Pameth,3034,48.186599,15.918557,278,AT-3,AU03,AT123,AT.NO.PL,5619,Europe/Vienna,+01:00,+02:00
1005277564,Niederösterreich,Sankt Pölten-Land,Maria-Anzbach,Pameth,3040,48.181753,15.914253,349,AT-3,AU03,AT123,AT.NO.PL,5619,Europe/Vienna,+01:00,+02:00
1005277507,Niederösterreich,Sankt Pölten-Land,Maria-Anzbach,Unter-Oberndorf,3032,48.179624,15.971606,331,AT-3,AU03,AT123,AT.NO.PL,5620,Europe/Vienna,+01:00,+02:00
1005277540,Niederösterreich,Sankt Pölten-Land,Maria-Anzbach,Unter-Oberndorf,3034,48.184947,15.961726,258,AT-3,AU03,AT123,AT.NO.PL,5620,Europe/Vienna,+01:00,+02:00
1012286788,Niederösterreich,Sankt Pölten-Land,Maria-Anzbach,Winkl,3032,48.18246,15.977602,319,AT-3,AU03,AT123,AT.NO.PL,31921,Europe/Vienna,+01:00,+02:00
1005277541,Niederösterreich,Sankt Pölten-Land,Maria-Anzbach,Winten,3034,48.19745,15.976709,375,AT-3,AU03,AT123,AT.NO.PL,5622,Europe/Vienna,+01:00,+02:00
1005278955,Niederösterreich,Sankt Pölten-Land,Markersdorf-Haindorf,Haindorf,3384,48.176025,15.475629,246,AT-3,AU03,AT123,AT.NO.PL,5623,Europe/Vienna,+01:00,+02:00
1005278957,Niederösterreich,Sankt Pölten-Land,Markersdorf-Haindorf,Knetzersdorf,3384,48.181337,15.46979,242,AT-3,AU03,AT123,AT.NO.PL,5624,Europe/Vienna,+01:00,+02:00
1005278958,Niederösterreich,Sankt Pölten-Land,Markersdorf-Haindorf,Mannersdorf,3384,48.167287,15.4583,265,AT-3,AU03,AT123,AT.NO.PL,5625,Europe/Vienna,+01:00,+02:00
1005278972,Niederösterreich,Sankt Pölten-Land,Markersdorf-Haindorf,Markersdorf an der Pielach,3385,48.192363,15.501166,248,AT-3,AU03,AT123,AT.NO.PL,5626,Europe/Vienna,+01:00,+02:00
1005278974,Niederösterreich,Sankt Pölten-Land,Markersdorf-Haindorf,Mitterau,3385,48.197735,15.48445,243,AT-3,AU03,AT123,AT.NO.PL,5627,Europe/Vienna,+01:00,+02:00
1005278959,Niederösterreich,Sankt Pölten-Land,Markersdorf-Haindorf,Mitterndorf,3384,48.162699,15.464173,265,AT-3,AU03,AT123,AT.NO.PL,5628,Europe/Vienna,+01:00,+02:00
1005278960,Niederösterreich,Sankt Pölten-Land,Markersdorf-Haindorf,Nenndorf,3384,48.178315,15.499963,254,AT-3,AU03,AT123,AT.NO.PL,5629,Europe/Vienna,+01:00,+02:00
1005278975,Niederösterreich,Sankt Pölten-Land,Markersdorf-Haindorf,Nenndorf,3385,48.176769,15.512297,260,AT-3,AU03,AT123,AT.NO.PL,5629,Europe/Vienna,+01:00,+02:00
1005278976,Niederösterreich,Sankt Pölten-Land,Markersdorf-Haindorf,Poppendorf,3385,48.180515,15.522641,256,AT-3,AU03,AT123,AT.NO.PL,5630,Europe/Vienna,+01:00,+02:00
1005278964,Niederösterreich,Sankt Pölten-Land,Markersdorf-Haindorf,Winkel,3384,48.176636,15.470761,245,AT-3,AU03,AT123,AT.NO.PL,5631,Europe/Vienna,+01:00,+02:00
1005278983,Niederösterreich,Sankt Pölten-Land,Markersdorf-Haindorf,Wultendorf,3385,48.183542,15.510155,254,AT-3,AU03,AT123,AT.NO.PL,5632,Europe/Vienna,+01:00,+02:00
1005277726,Niederösterreich,Sankt Pölten-Land,Michelbach,Finsteregg,3074,48.11563,15.736698,498,AT-3,AU03,AT123,AT.NO.PL,5633,Europe/Vienna,+01:00,+02:00
1005277727,Niederösterreich,Sankt Pölten-Land,Michelbach,Gstetten,3074,48.124773,15.74825,343,AT-3,AU03,AT123,AT.NO.PL,5634,Europe/Vienna,+01:00,+02:00
1005277729,Niederösterreich,Sankt Pölten-Land,Michelbach,Kleindurlas,3074,48.088669,15.784426,428,AT-3,AU03,AT123,AT.NO.PL,5635,Europe/Vienna,+01:00,+02:00
1005277731,Niederösterreich,Sankt Pölten-Land,Michelbach,Kropfsdorf,3074,48.106905,15.760621,360,AT-3,AU03,AT123,AT.NO.PL,5636,Europe/Vienna,+01:00,+02:00
1005277722,Niederösterreich,Sankt Pölten-Land,Michelbach,Mayerhöfen,3073,48.123512,15.776427,575,AT-3,AU03,AT123,AT.NO.PL,5856,Europe/Vienna,+01:00,+02:00
1005277732,Niederösterreich,Sankt Pölten-Land,Michelbach,Mayerhöfen,3074,48.118552,15.754878,365,AT-3,AU03,AT123,AT.NO.PL,5856,Europe/Vienna,+01:00,+02:00
1005277733,Niederösterreich,Sankt Pölten-Land,Michelbach,Michelbach Dorf,3074,48.088247,15.758945,606,AT-3,AU03,AT123,AT.NO.PL,5637,Europe/Vienna,+01:00,+02:00
1005277735,Niederösterreich,Sankt Pölten-Land,Michelbach,Michelbach Markt,3074,48.099548,15.758038,402,AT-3,AU03,AT123,AT.NO.PL,5638,Europe/Vienna,+01:00,+02:00
1005277736,Niederösterreich,Sankt Pölten-Land,Michelbach,Untergoin,3074,48.092384,15.77465,415,AT-3,AU03,AT123,AT.NO.PL,5639,Europe/Vienna,+01:00,+02:00
1005277766,Niederösterreich,Sankt Pölten-Land,Neidling,Afing,3110,48.224632,15.567742,271,AT-3,AU03,AT123,AT.NO.PL,5646,Europe/Vienna,+01:00,+02:00
1005277767,Niederösterreich,Sankt Pölten-Land,Neidling,Dietersberg,3110,48.244353,15.541666,378,AT-3,AU03,AT123,AT.NO.PL,5647,Europe/Vienna,+01:00,+02:00
1005277768,Niederösterreich,Sankt Pölten-Land,Neidling,Enikelberg,3110,48.244244,15.527881,452,AT-3,AU03,AT123,AT.NO.PL,5648,Europe/Vienna,+01:00,+02:00
1005277769,Niederösterreich,Sankt Pölten-Land,Neidling,Flinsbach,3110,48.239085,15.560138,305,AT-3,AU03,AT123,AT.NO.PL,5649,Europe/Vienna,+01:00,+02:00
1005277770,Niederösterreich,Sankt Pölten-Land,Neidling,Gabersdorf,3110,48.235455,15.538445,320,AT-3,AU03,AT123,AT.NO.PL,5650,Europe/Vienna,+01:00,+02:00
1005277771,Niederösterreich,Sankt Pölten-Land,Neidling,Goldegg,3110,48.238021,15.531824,370,AT-3,AU03,AT123,AT.NO.PL,5651,Europe/Vienna,+01:00,+02:00
1005277772,Niederösterreich,Sankt Pölten-Land,Neidling,Griechenberg,3110,48.239958,15.53534,372,AT-3,AU03,AT123,AT.NO.PL,5652,Europe/Vienna,+01:00,+02:00
1005277773,Niederösterreich,Sankt Pölten-Land,Neidling,Neidling,3110,48.239706,15.553026,316,AT-3,AU03,AT123,AT.NO.PL,5653,Europe/Vienna,+01:00,+02:00
1005277774,Niederösterreich,Sankt Pölten-Land,Neidling,Pultendorf,3110,48.231042,15.564995,284,AT-3,AU03,AT123,AT.NO.PL,5654,Europe/Vienna,+01:00,+02:00
1005277775,Niederösterreich,Sankt Pölten-Land,Neidling,Watzelsdorf,3110,48.230686,15.546644,292,AT-3,AU03,AT123,AT.NO.PL,5655,Europe/Vienna,+01:00,+02:00
1005277776,Niederösterreich,Sankt Pölten-Land,Neidling,Wernersdorf,3110,48.234145,15.589117,298,AT-3,AU03,AT123,AT.NO.PL,5656,Europe/Vienna,+01:00,+02:00
1005277542,Niederösterreich,Sankt Pölten-Land,Neulengbach,Almersberg,3040,48.205682,15.921608,272,AT-3,AU03,AT123,AT.NO.PL,5657,Europe/Vienna,+01:00,+02:00
1005277543,Niederösterreich,Sankt Pölten-Land,Neulengbach,Anzing,3040,48.2188,15.868369,248,AT-3,AU03,AT123,AT.NO.PL,5658,Europe/Vienna,+01:00,+02:00
1012286837,Niederösterreich,Sankt Pölten-Land,Neulengbach,Au am Anzbach,3034,48.197241,15.925232,261,AT-3,AU03,AT123,AT.NO.PL,31926,Europe/Vienna,+01:00,+02:00
1005277544,Niederösterreich,Sankt Pölten-Land,Neulengbach,Au am Anzbach,3040,48.201488,15.920574,245,AT-3,AU03,AT123,AT.NO.PL,5659,Europe/Vienna,+01:00,+02:00
1005277545,Niederösterreich,Sankt Pölten-Land,Neulengbach,Berging,3040,48.224717,15.865978,272,AT-3,AU03,AT123,AT.NO.PL,5660,Europe/Vienna,+01:00,+02:00
1005277546,Niederösterreich,Sankt Pölten-Land,Neulengbach,Ebersberg,3040,48.19904,15.89399,247,AT-3,AU03,AT123,AT.NO.PL,5859,Europe/Vienna,+01:00,+02:00
1005277547,Niederösterreich,Sankt Pölten-Land,Neulengbach,Eitzenberg,3040,48.194868,15.875384,263,AT-3,AU03,AT123,AT.NO.PL,5860,Europe/Vienna,+01:00,+02:00
1005277548,Niederösterreich,Sankt Pölten-Land,Neulengbach,Emmersdorf,3040,48.212757,15.919549,230,AT-3,AU03,AT123,AT.NO.PL,5661,Europe/Vienna,+01:00,+02:00
1005277603,Niederösterreich,Sankt Pölten-Land,Neulengbach,Gamesreith,3051,48.162013,15.852945,373,AT-3,AU03,AT123,AT.NO.PL,5662,Europe/Vienna,+01:00,+02:00
1005277549,Niederösterreich,Sankt Pölten-Land,Neulengbach,Großweinberg,3040,48.198178,15.913962,230,AT-3,AU03,AT123,AT.NO.PL,5663,Europe/Vienna,+01:00,+02:00
1005277550,Niederösterreich,Sankt Pölten-Land,Neulengbach,Haag bei Markersdorf,3040,48.215886,15.928568,300,AT-3,AU03,AT123,AT.NO.PL,5664,Europe/Vienna,+01:00,+02:00
1005277551,Niederösterreich,Sankt Pölten-Land,Neulengbach,Haag bei Neulengbach,3040,48.189835,15.901894,250,AT-3,AU03,AT123,AT.NO.PL,5665,Europe/Vienna,+01:00,+02:00
1005277552,Niederösterreich,Sankt Pölten-Land,Neulengbach,Herbstgraben,3040,48.223306,15.901224,245,AT-3,AU03,AT123,AT.NO.PL,5666,Europe/Vienna,+01:00,+02:00
1005277607,Niederösterreich,Sankt Pölten-Land,Neulengbach,Herrenhub,3051,48.176953,15.86544,326,AT-3,AU03,AT123,AT.NO.PL,5667,Europe/Vienna,+01:00,+02:00
